airline_sentiment,airline_sentiment_confidence,airline,text
negative,0.6632,Delta,@JetBlue other jfk to Boston flights went off with some delay but not this. #epicfail
negative,0.6632,Southwest,@SouthwestAir Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.
negative,0.6632,Southwest,Includes @KCIAirport “@SouthwestAir: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil”
negative,0.6632,US Airways,@USAirways Already tried. How about Conf # via DM
negative,0.6632,US Airways,"@USAirways US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?"
negative,0.6632,United,@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years
negative,0.6632,United,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....
negative,0.6632,United,"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed."
negative,0.6633,US Airways,@USAirways so you're not honoring miles with @united that were traveled last year?
negative,0.6633,United,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail
negative,0.6633,United,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
negative,0.6633,United,@united but we are on All Nippon now (booked by United to replace the one we missed).
negative,0.6633,United,@united thanks kp but luckily my transfer has maintenance issues and is still delayed so I didn't miss my transfer...
negative,0.6634,Delta,@JetBlue Flight 136 departs 2:14 AM Finally!!! Arrived JFK with no psgrs at 5:39 PM. That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi
negative,0.6634,Delta,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue"
negative,0.6634,Delta,@JetBlue ive tried on my phone and laptop :(
negative,0.6634,Southwest,"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?"
negative,0.6634,United,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..
negative,0.6635,United,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
negative,0.6636,Southwest,@SouthwestAir lets chat about flights to and from BWI and the Carolina area... Can a girl get break? I've had to resort to USAir 😖 2 a day?!
negative,0.664,American,"@AmericanAir Hello, question, How many balloons do you think it will take to life up one of your planes?"
negative,0.664,US Airways,"@USAirways Good info, but am already signed up for all options. None of which sound like they applied to the 'missing' emails."
negative,0.664,United,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech
negative,0.6641,Southwest,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7
negative,0.6641,United,"@united Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)"
negative,0.6644,US Airways,@USAirways what is the holdup? Should I be looking for another flight?
negative,0.6648,American,@AmericanAir My sister just received a call that her trip Wednesday (flts 2348/3499) was Cancelled Flightled and resched to next day. Why?
negative,0.6648,Southwest,"@SouthwestAir sitting in Baltimore. Finish taxi and approved to takeoff. Oops, not enough fuel. #Fail #45minflight #been3hours"
negative,0.6648,US Airways,@USAirways stuck in cae need reFlight Booking Problems for next flight possibly dm for more info
negative,0.6649,American,"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩"
negative,0.6652,Delta,@JetBlue Can you take @Cosmopolitan off your blacklist... trying to work :(
negative,0.6652,Delta,@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled
negative,0.6652,US Airways,"@USAirways new tag line ""but we got you there alive!"""
negative,0.6652,United,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH"
negative,0.6653,US Airways,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...
negative,0.6656,US Airways,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A
negative,0.666,Southwest,@SouthwestAir How about auto check in for CP holders? Come on.
negative,0.6661,American,"@AmericanAir So break whatever you want, take no responsibility..Too bad for customer? #media #filmcrew @chicagotribune @WSJ #nytimes @CNN"
negative,0.6661,US Airways,@USAirways they call weather an act of God and refuse to help. I have my wife and 3 kids and they have no sympathy.
negative,0.6661,United,@united well that's big of you but I don't have terribly high expectations at this point.
negative,0.6666,American,@AmericanAir 37 minutes??????
negative,0.6667,American,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?
negative,0.6667,US Airways,@USAirways needs to hire more people http://t.co/3LPVFhKy2F
negative,0.6667,United,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2
negative,0.6667,United,@united Why can I only apply one travel certificate per itinerary even when I have multiple flights?
negative,0.6667,United,@united received hotel but no food. Also email for 3750 miles. Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?
negative,0.6667,United,@united you think you boarded flight AU1066 too early? I think so.
negative,0.6669,US Airways,"@USAirways @AmericanAir Almost half hour on hold. My cell phone battery is dying. Thanks for your loyalty from a ""Platinum"" member"
negative,0.6669,US Airways,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?
negative,0.667,American,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?
negative,0.667,US Airways,@USAirways it was supposed to be a carry on and in Pittsburgh coming to Boston it was a carry on
negative,0.667,United,@united not my luggage
negative,0.6671,Delta,@JetBlue didn't find them unfortunately :( but he was very helpful and took down my info incase they do get found
negative,0.6672,US Airways,@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.
negative,0.6675,Delta,"@JetBlue no, I haven't done that yet. Is that something I can do online? Thx!"
negative,0.6675,US Airways,@USAirways 4097 DCA to BNA. Just told they need to do 1.5 hrs worth of maintenance. Was supposed to leave at 8:50 am. [sigh]
negative,0.6677,US Airways,"@USAirways They provided no options. Since you all have a better sense of the weather, I hoped you could suggest."
negative,0.6677,US Airways,"@usairways That is appreciated. However, the system tells you call back Late Flightr then ends the call. No need to reply, thanks."
negative,0.6678,American,"@AmericanAir @USAirways ""but I take meds that make me severely dehydrated"" {sigh}"
negative,0.6678,American,"@AmericanAir Last thing I want to deal w/ before 8 on a Mon! I've already waited the suggested wait time, so I hope I get a call back ASAP."
negative,0.6678,Delta,@JetBlue that's not an option for us. So how can we help each other fix this? I would've made the change earlier if given accurate info.
negative,0.6679,Southwest,@SouthwestAir I'm smashed into a window by the giant guest sitting next to me. #4386. No way this guy should have been given 1 seat.
negative,0.6679,United,@united I miss the Continental days.
negative,0.6684,United,@united It is all good -- your 1K team has been nothing short of amazing with everything.
negative,0.6687,United,"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course"
negative,0.6688,Southwest,@SouthwestAir Flight Booking Problems all my Late Flight summer travel! Did the AUS-CUN direct flight disappear?
negative,0.6688,United,@united it's been booked into first class with curbside delivery 24 hours from now. I'm counting on it! #TeamUSA
negative,0.669,US Airways,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU
negative,0.6691,United,@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on
negative,0.6692,United,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.
negative,0.6694,United,“@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP”. I get group 1&amp;2. Just no reason on 3/5.
negative,0.6695,Southwest,@SouthwestAir Am I flying on Spirit air?
negative,0.6695,United,@united JP - DM message who? Can't get a DM through to @united
negative,0.6695,United,@united When will email address/username sign-on be available? It's been a while.
negative,0.6696,Delta,"@jetblue as courtesy to Mosaic members or anyone, a request for water should be attended promptly. Daniel in flight 1557, should know better"
negative,0.6697,US Airways,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form. You guys are the best :)
negative,0.6698,US Airways,@USAirways would be more pleased if you reassess your business practices. Goal should be to have passengers on plane as little as possible
